id,name,spec
6789f5d9ddd8d900015c58cf,红霉素软膏,8g:80mg(1%)
6892f4d0919959000104087d,吲达帕胺片,2.5mg/片
68b7afca2d9a9b000178d7f3,多巴丝肼片,0.25g/片
68c7b19d5fd5ad00014556b7,山莨菪碱注射液,10ml/支
69097069a23c2b00018a8e4c,益安宁片,5粒/mg
67da9949cf8a8200019fd8fd,氨茶碱片,0.1g/片
680605df5200ed000180e24c,感冒炎咳灵颗粒,100g/袋
69548b110939a200012a26ca,111111,1U/g
66f3a557b365060001da9bb1,头孢曲松钠,0.25mg/粒
6717655817ba390001f032e6,多潘立酮片,10mg/片
6734219c51101d0001be0670,利巴韦林注射液,1ml:0.1g/支
6734220551101d0001be0675,利巴韦林注射液,2ml:0.1g/支
678a1872ddd8d900015c628d,碳酸钙D3颗粒,0.5g:5ug(200IU)/袋
6954c3f40939a200012a2c38,测试别名,111U/片
67a5d0e056f36e0001ee10fe,酚麻美敏片,1片
67f8b86a0f4c240001a0325f,清血八味,10mg/片
690181d9ad8f590001482f35,速效救心丸,50丸x6瓶
6892f2bf9199590001040641,阿司匹林肠溶片,100mg/片
677ddbc2ddd8d900015b7123,维生素C片,5mg/片
6811d49a3a484f0001e2c967,地西泮片,5mg/片
68bf999dcd22760001cf9482,氨氯地平片,5mg/片
