id,code,name
63aa8b403c6f497a3aa0a79c,A41.100,葡萄球菌性败血症，其他特指的
63aa8b403c6f497a3aa0a79d,A41.100x002,表皮葡萄球菌败血症
63aa8b403c6f497a3aa0a79e,A41.101,凝固酶阴性葡萄球菌败血症
63aa8b403c6f497a3aa0a79f,A41.200,葡萄球菌性败血症
63aa8b403c6f497a3aa0a7a0,A41.300,流感嗜血杆菌性败血症
63aa8b403c6f497a3aa0a7a1,A41.400,厌氧菌性败血症
63aa8b403c6f497a3aa0a7a2,A41.400x001,产气荚膜杆菌败血症
63aa8b403c6f497a3aa0a7a3,A41.500,革兰氏阴性病原体性败血症，其他的
63aa8b453c6f497a3aa0aeac,C32.000,声门恶性肿瘤
63aa8b453c6f497a3aa0aead,C32.001,声带恶性肿瘤
63aa8b453c6f497a3aa0aeae,C32.100,声门上恶性肿瘤
63aa8b453c6f497a3aa0aeaf,C32.100x004,会厌后面(喉面)恶性肿瘤
63aa8b453c6f497a3aa0aeb0,C32.101,会厌恶性肿瘤
63aa8b453c6f497a3aa0aeb1,C32.102,喉外部恶性肿瘤
63aa8b453c6f497a3aa0aeb2,C32.103,假声带恶性肿瘤
63aa8b453c6f497a3aa0aeb3,C32.104,喉室带恶性肿瘤
63aa8b453c6f497a3aa0aeb4,C32.200,声门下恶性肿瘤
63aa8b453c6f497a3aa0aeb5,C32.300,喉软骨恶性肿瘤
63aa8b453c6f497a3aa0aeb6,C32.800,喉交搭跨越恶性肿瘤的损害
63aa8b453c6f497a3aa0aeb7,C32.900,喉恶性肿瘤
63aa8b453c6f497a3aa0aeb8,C33.x00,气管恶性肿瘤
63aa8b453c6f497a3aa0aeb9,C34.000,主支气管恶性肿瘤
63aa8b453c6f497a3aa0aeba,C34.000x002,左主支气管恶性肿瘤
63aa8b453c6f497a3aa0aebb,C34.000x003,右主支气管恶性肿瘤
63aa8b453c6f497a3aa0aebc,C34.001,肺门恶性肿瘤
63aa8b453c6f497a3aa0aebd,C34.100,上叶，支气管或肺的恶性肿瘤
63aa8b453c6f497a3aa0aebe,C34.100x003,左肺上叶恶性肿瘤
63aa8b453c6f497a3aa0aebf,C34.100x004,右肺上叶恶性肿瘤
63aa8b453c6f497a3aa0aec0,C34.101,肺上叶恶性肿瘤
63aa8b453c6f497a3aa0aec1,C34.102,肺上沟恶性肿瘤
63aa8b453c6f497a3aa0aec2,C34.200,中叶，支气管或肺的恶性肿瘤
63aa8b453c6f497a3aa0aec3,C34.200x001,右肺中叶恶性肿瘤
63aa8b453c6f497a3aa0aec4,C34.201,肺中叶恶性肿瘤
63aa8b453c6f497a3aa0aec5,C34.300,下叶，支气管或肺的恶性肿瘤
63aa8b453c6f497a3aa0aec6,C34.300x003,左肺下叶恶性肿瘤
63aa8b453c6f497a3aa0aec7,C34.300x004,右肺下叶恶性肿瘤
63aa8b453c6f497a3aa0aec8,C34.301,肺下叶恶性肿瘤
63aa8b453c6f497a3aa0aec9,C34.800,支气管和肺交搭跨越恶性肿瘤的损害
63aa8b453c6f497a3aa0aeca,C34.800x001,右肺中上叶恶性肿瘤
63aa8b453c6f497a3aa0aecb,C34.800x002,右肺中下叶恶性肿瘤
63aa8b3d3c6f497a3aa0a420,A02.900x003,沙门菌属食物中毒
63aa8b3d3c6f497a3aa0a421,A02.900x004,亚利桑那菌感染
63aa8b3d3c6f497a3aa0a422,A02.901,猪霍乱沙门菌感染
63aa8b3d3c6f497a3aa0a423,A03.000,志贺痢疾杆菌引起的细菌性痢疾
63aa8b3d3c6f497a3aa0a424,A03.000x001,痢疾志贺菌痢疾
63aa8b3d3c6f497a3aa0a425,A03.100,弗氏志贺菌引起的细菌性痢疾
63aa8b3d3c6f497a3aa0a426,A03.100x001,福氏志贺菌痢疾
63aa8b3d3c6f497a3aa0a427,A03.200,波氏志贺菌引起的细菌性痢疾
63aa8b3d3c6f497a3aa0a428,A03.200x001,鲍氏志贺菌痢疾
63aa8b3d3c6f497a3aa0a429,A03.300,宋内志贺菌引起的细菌性痢疾
63aa8b3d3c6f497a3aa0a42a,A03.300x001,宋内志贺菌痢疾
63aa8b3d3c6f497a3aa0a42b,A03.800,细菌性痢疾，其他的
63aa8b3d3c6f497a3aa0a42c,A03.800x001,不定型志贺菌痢疾
63aa8b3d3c6f497a3aa0a42d,A03.800x002,菌痢混合感染
63aa8b3d3c6f497a3aa0a42e,A03.900,细菌性痢疾
63aa8b3d3c6f497a3aa0a42f,A03.900x002,慢性细菌性痢疾急性发作
63aa8b3d3c6f497a3aa0a430,A03.900x005,慢性隐匿型菌痢
63aa8b3d3c6f497a3aa0a431,A03.900x007,中毒型菌痢休克型
63aa8b3d3c6f497a3aa0a432,A03.900x008,中毒型菌痢脑型
63aa8b3d3c6f497a3aa0a433,A03.900x009,中毒型菌痢混合型
63aa8b3d3c6f497a3aa0a434,A03.901,急性细菌性痢疾
63aa8b3d3c6f497a3aa0a435,A03.902,慢性迁延型细菌性痢疾
63aa8b3e3c6f497a3aa0a4f1,A15.405,胸内淋巴结结核，病理(+)
63aa8b3e3c6f497a3aa0a4f2,A15.406,纵隔淋巴结结核，细菌学(+)
63aa8b3e3c6f497a3aa0a4f3,A15.407,纵隔淋巴结结核，病理(+)
63aa8b3e3c6f497a3aa0a4f4,A15.408,支气管淋巴结结核，细菌学(+)
63aa8b3e3c6f497a3aa0a4f5,A15.409,支气管淋巴结结核，病理(+)
63aa8b3e3c6f497a3aa0a4f6,A15.500,喉、气管和支气管结核，经细菌学和组织学所证实
63aa8b3e3c6f497a3aa0a4f7,A15.500x001,喉结核(细菌学和组织学证实)
63aa8b3e3c6f497a3aa0a4f8,A15.500x002,气管结核(细菌学和组织学证实)
63aa8b3e3c6f497a3aa0a4f9,A15.500x003,支气管结核(细菌学和组织学证实)
63aa8b3e3c6f497a3aa0a4fa,A15.500x004,声带结核(细菌学和组织学证实)
63aa8b3e3c6f497a3aa0a4fb,A15.500x010,"支气管结核(初治,单耐药)涂阳培阳"
63aa8b3e3c6f497a3aa0a4fc,A15.500x011,"支气管结核(初治,单耐药)涂阴培阳"
63aa8b3e3c6f497a3aa0a4fd,A15.500x012,"支气管结核(初治,多耐药)涂阳培阳"
63aa8b3e3c6f497a3aa0a4fe,A15.500x013,"支气管结核(初治,多耐药)涂阴培阳"
63aa8b3e3c6f497a3aa0a4ff,A15.500x014,"支气管结核(初治,广泛耐药)涂阳培阳"
63aa8b3e3c6f497a3aa0a500,A15.500x015,"支气管结核(初治,广泛耐药)涂阴培阳"
63aa8b3e3c6f497a3aa0a501,A15.500x016,"支气管结核(初治,耐多药)涂阳培阳"
63aa8b3e3c6f497a3aa0a502,A15.500x017,"支气管结核(初治,耐多药)涂阴培阳"
63aa8b3e3c6f497a3aa0a503,A15.500x018,"支气管结核(初治,药物敏感)涂阳培阳"
63aa8b3e3c6f497a3aa0a504,A15.500x019,"支气管结核(初治,药物敏感)涂阴培阳"
63aa8b3e3c6f497a3aa0a505,A15.500x020,"支气管结核(复治,单耐药)涂阳培阳"
63aa8b3e3c6f497a3aa0a506,A15.500x021,"支气管结核(复治,单耐药)涂阴培阳"
63aa8b3e3c6f497a3aa0a507,A15.500x022,"支气管结核(复治,多耐药)涂阳培阳"
63aa8b3e3c6f497a3aa0a508,A15.500x023,"支气管结核(复治,多耐药)涂阴培阳"
63aa8b413c6f497a3aa0a871,A52.700x014,晚期梅毒性脉络膜炎
63aa8b413c6f497a3aa0a872,A52.700x015+H58.8*,梅毒性眼病
63aa8b413c6f497a3aa0a873,A52.700x021,晚期梅毒性眼病
63aa8b413c6f497a3aa0a874,A52.700x022,梅毒性肾小球病变
63aa8b413c6f497a3aa0a875,A52.700x023+M01.8*,梅毒性关节炎
63aa8b413c6f497a3aa0a876,A52.701+H22.0*,三期梅毒性葡萄膜炎
63aa8b413c6f497a3aa0a877,A52.702+H32.0*,三期梅毒性视网膜炎
63aa8b413c6f497a3aa0a878,A52.703+J99.8*,梅毒性喉炎
63aa8b413c6f497a3aa0a879,A52.704+J99.8*,肺梅毒
63aa8b413c6f497a3aa0a87a,A52.705+K77.0*,梅毒性肝硬化
63aa8b413c6f497a3aa0a87b,A52.706+M01.3*,梅毒性关节病
63aa8b413c6f497a3aa0a87c,A52.800,潜伏性晚期梅毒
63aa8b413c6f497a3aa0a87d,A52.801,潜伏性三期梅毒
63aa8b413c6f497a3aa0a87e,A52.900,晚期梅毒
63aa8b413c6f497a3aa0a87f,A53.000,早期或晚期的潜伏性梅毒
63aa8b413c6f497a3aa0a880,A53.000x001,隐性梅毒
63aa8b413c6f497a3aa0a881,A53.000x002,梅毒血清反应阳性
63aa8b413c6f497a3aa0a882,A53.900,梅毒
63aa8b413c6f497a3aa0a883,A54.000,下泌尿生殖道的淋球菌感染不伴有尿道周或副腺的脓肿
63aa8b413c6f497a3aa0a884,A54.001,淋球菌性膀胱炎
63aa8b413c6f497a3aa0a885,A54.002,淋球菌性尿道炎
63aa8b413c6f497a3aa0a886,A54.003,淋球菌性宫颈炎
63aa8b413c6f497a3aa0a887,A54.004,淋球菌性阴道炎
63aa8b413c6f497a3aa0a888,A54.005,淋球菌性外阴阴道炎
63aa8b403c6f497a3aa0a7a4,A41.500x083,革兰阴性杆菌败血症
63aa8b403c6f497a3aa0a7a5,A41.500x086,绿脓杆菌败血症
63aa8b403c6f497a3aa0a7a6,A41.500x087,粘球杆菌败血症
63aa8b403c6f497a3aa0a7a7,A41.501,大肠杆菌败血症
63aa8b403c6f497a3aa0a7a8,A41.502,铜绿假单胞菌败血症
63aa8b403c6f497a3aa0a7a9,A41.503,克雷伯杆菌败血症
63aa8b403c6f497a3aa0a7aa,A41.504,阴沟肠杆菌败血症
63aa8b403c6f497a3aa0a7ab,A41.505,变形杆菌败血症
63aa8b403c6f497a3aa0a7ac,A41.506,不动杆菌属性败血症
63aa8b403c6f497a3aa0a7ad,A41.800,败血症，其他特指的
63aa8b403c6f497a3aa0a7ae,A41.800x001,肠球菌败血症
63aa8b403c6f497a3aa0a7af,A41.800x002,JK组棒状杆菌脓毒病
63aa8b403c6f497a3aa0a7b0,A41.801,枯草杆菌败血症
63aa8b403c6f497a3aa0a7b1,A41.802,类酵母菌败血症
63aa8b403c6f497a3aa0a7b2,A41.803,新型隐球菌败血症
63aa8b423c6f497a3aa0aa5f,B16.901,急性黄疸型乙型病毒性肝炎
63aa8b423c6f497a3aa0aa60,B16.902,急性淤胆型乙型病毒性肝炎
63aa8b423c6f497a3aa0aa61,B16.903,输血后乙型病毒性肝炎
63aa8b423c6f497a3aa0aa62,B16.904,乙型病毒性肝炎
63aa8b423c6f497a3aa0aa63,B16.905,急性无黄疸型乙型病毒性肝炎
63aa8b423c6f497a3aa0aa64,B17.000,乙型肝炎病毒携带者的急性δ因子(重复)感染
63aa8b423c6f497a3aa0aa65,B17.100,急性丙型肝炎
63aa8b423c6f497a3aa0aa66,B17.100x003,病毒性肝炎丙型急性无黄疸型
63aa8b423c6f497a3aa0aa67,B17.100x006,病毒性肝炎丙型急性淤疸型
63aa8b423c6f497a3aa0aa68,B17.101,急性黄疸型丙型病毒性肝炎
63aa8b423c6f497a3aa0aa69,B17.102,急性重型丙型病毒性肝炎
63aa8b423c6f497a3aa0aa6a,B17.103,亚急性重型丙型病毒性肝炎
63aa8b423c6f497a3aa0aa6b,B17.200,急性戊型肝炎
63aa8b423c6f497a3aa0aa6c,B17.200x004,病毒性肝炎戊型急性无黄疸型
63aa8b423c6f497a3aa0aa6d,B17.200x005,病毒性肝炎戊型急性重型
63aa8b423c6f497a3aa0aa6e,B17.202,急性黄疸型戊型病毒性肝炎
63aa8b423c6f497a3aa0aa6f,B17.203,急性淤胆型戊型病毒性肝炎
63aa8b423c6f497a3aa0aa70,B17.204,急性重型戊型病毒性肝炎
63aa8b423c6f497a3aa0aa71,B17.205,亚急性重型戊型病毒性肝炎
63aa8b423c6f497a3aa0aa72,B17.800,急性病毒性肝炎，其他特指的
63aa8b423c6f497a3aa0aa73,B17.800x001,病毒性肝炎重叠感染
63aa8b423c6f497a3aa0aa74,B17.800x002,病毒性肝炎双重感染
63aa8b423c6f497a3aa0aa75,B17.800x003,病毒性肝炎三重感染(三重以上)
63aa8b423c6f497a3aa0aa76,B17.801,急性病毒性肝炎混合感染
63aa8b423c6f497a3aa0aa77,B17.803,急性重叠型黄疸型病毒性肝炎
63aa8b423c6f497a3aa0aa78,B17.804,急性丁型病毒性肝炎
63aa8b423c6f497a3aa0aa79,B17.805,急性庚型病毒性肝炎
63aa8b423c6f497a3aa0aa7a,B17.806,急性黄疸型庚型病毒性肝炎
63aa8b423c6f497a3aa0aa7b,B17.807,急性重症庚型肝炎
63aa8b423c6f497a3aa0aa7c,B17.900,急性病毒性肝炎
63aa8b423c6f497a3aa0aa7d,B17.900x002,病毒性肝炎急性淤胆型
63aa8b423c6f497a3aa0aa7e,B17.900x004,病毒性肝炎急性无黄疸型
63aa8b423c6f497a3aa0aa7f,B17.900x005,病毒性肝炎急性重型(暴发型)
63aa8b423c6f497a3aa0aa80,B17.900x006,病毒性肝炎亚急性重型
63aa8b423c6f497a3aa0aa81,B17.901,淤胆型病毒性肝炎
63aa8b423c6f497a3aa0aa82,B17.902,急性黄疸型病毒性肝炎
63aa8b3d3c6f497a3aa0a436,A03.903,慢性细菌性痢疾
63aa8b3d3c6f497a3aa0a437,A03.904,中毒型细菌性痢疾
63aa8b3d3c6f497a3aa0a438,A04.000,肠道病原性大肠杆菌感染
63aa8b3d3c6f497a3aa0a439,A04.000x001,新生儿肠致病性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a43a,A04.000x002,肠致病性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a43b,A04.100,肠毒性大肠杆菌感染
63aa8b3d3c6f497a3aa0a43c,A04.100x001,肠毒性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a43d,A04.100x002,新生儿肠毒性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a43e,A04.200,肠侵袭性大肠杆菌感染
63aa8b3d3c6f497a3aa0a43f,A04.200x001,肠侵袭性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a440,A04.200x002,新生儿肠侵袭性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a441,A04.300,肠出血性大肠杆菌感染
63aa8b3d3c6f497a3aa0a442,A04.300x001,肠出血性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a443,A04.301,新生儿肠出血性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a444,A04.400,肠道大肠杆菌感染，其他的
63aa8b3d3c6f497a3aa0a445,A04.400x003,新生儿肠粘附性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a446,A04.400x004,肠粘附性大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a447,A04.401,大肠杆菌性肠炎
63aa8b3d3c6f497a3aa0a448,A04.402,新生儿大肠杆菌肠炎
63aa8b3d3c6f497a3aa0a449,A04.500,弯曲菌肠炎
63aa8b3d3c6f497a3aa0a44a,A04.600,小肠结肠耶尔森菌性小肠炎
63aa8b3d3c6f497a3aa0a44b,A04.600x001,耶尔森菌肠炎
63aa8b3d3c6f497a3aa0a44c,A04.700,艰难梭状芽孢杆菌性小肠结肠炎
63aa8b3d3c6f497a3aa0a44d,A04.700x001,假膜性肠炎[难辨梭状芽孢杆菌肠炎]
63aa8b3d3c6f497a3aa0a44e,A04.700x002,抗生素相关性肠炎
63aa8b3d3c6f497a3aa0a44f,A04.800,细菌性肠道感染，其他特指的
63aa8b3d3c6f497a3aa0a450,A04.800x001,吡邻单胞菌肠炎
63aa8b3d3c6f497a3aa0a451,A04.800x003,产气杆菌肠炎
63aa8b3d3c6f497a3aa0a452,A04.800x004,肠道厌氧菌感染
63aa8b3d3c6f497a3aa0a453,A04.800x006,副溶血弧菌肠炎
63aa8b3d3c6f497a3aa0a454,A04.800x007,金黄色葡萄球菌肠炎
63aa8b3d3c6f497a3aa0a455,A04.800x008,绿脓杆菌肠炎
63aa8b3d3c6f497a3aa0a456,A04.800x010,嗜水气单胞菌肠炎
63aa8b3d3c6f497a3aa0a457,A04.801,变形杆菌肠炎
63aa8b3d3c6f497a3aa0a458,A04.802,铜绿假单胞菌肠炎
63aa8b3d3c6f497a3aa0a459,A04.803,厌氧菌肠炎
63aa8b3d3c6f497a3aa0a45a,A04.900,细菌性肠道感染
63aa8b3d3c6f497a3aa0a45b,A04.900x002,细菌性肠炎
63aa8b3d3c6f497a3aa0a45c,A04.901,细菌性结肠炎
63aa8b403c6f497a3aa0a7b3,A41.804,真菌败血症
63aa8b403c6f497a3aa0a7b4,A41.805,革兰阳性菌败血症
63aa8b403c6f497a3aa0a7b5,A41.806,微球菌属性败血症
63aa8b403c6f497a3aa0a7b6,A41.807,肠球菌性败血症
63aa8b403c6f497a3aa0a7b7,A41.900,败血症
63aa8b403c6f497a3aa0a7b8,A41.900x003,脓毒性休克
63aa8b403c6f497a3aa0a7b9,A41.900x004,内毒素血症
63aa8b403c6f497a3aa0a7ba,A41.901,脓毒血症
63aa8b403c6f497a3aa0a7bb,A42.000,肺放线菌病
63aa8b403c6f497a3aa0a7bc,A42.100,腹放线菌病
63aa8b403c6f497a3aa0a7bd,A42.200,颈面部放线菌病
63aa8b403c6f497a3aa0a7be,A42.200x002,颌骨放线菌病
63aa8b403c6f497a3aa0a7bf,A42.700,放线菌病性败血症
63aa8b403c6f497a3aa0a7c0,A42.800,放线菌病，其他形式的
63aa8b403c6f497a3aa0a7c1,A42.800x002,放线菌皮肤感染
63aa8b403c6f497a3aa0a7c2,A42.800x003+G01*,放线菌脑膜炎
63aa8b413c6f497a3aa0a889,A54.100,下泌尿生殖道的淋球菌感染伴有尿道周和副腺的脓肿
63aa8b413c6f497a3aa0a88a,A54.100x002,淋球菌性尿道脓肿
63aa8b413c6f497a3aa0a88b,A54.102,淋球菌性前庭大腺脓肿
63aa8b413c6f497a3aa0a88c,A54.200,淋球菌性盆腔腹膜炎和其他泌尿生殖道的淋球菌感染
63aa8b413c6f497a3aa0a88d,A54.200x004+N74.3*,淋球菌性输卵管炎
63aa8b413c6f497a3aa0a88e,A54.201+N74.3*,淋球菌性女性盆腔炎性疾病
63aa8b413c6f497a3aa0a88f,A54.202+N51.0*,淋球菌性前列腺炎
63aa8b413c6f497a3aa0a890,A54.203+N51.1*,淋球菌性睾丸炎
63aa8b413c6f497a3aa0a891,A54.204+N51.1*,淋球菌性附睾炎
63aa8b413c6f497a3aa0a892,A54.300,眼的淋球菌感染
63aa8b413c6f497a3aa0a893,A54.300x002+H19.2*,先天性淋球菌性角膜炎
63aa8b413c6f497a3aa0a894,A54.301+H13.1*,淋球菌性新生儿眼炎
63aa8b413c6f497a3aa0a895,A54.302+H13.1*,淋球菌性结膜炎
63aa8b413c6f497a3aa0a896,A54.303+H22.0*,淋球菌性虹膜睫状体炎
63aa8b413c6f497a3aa0a897,A54.400,肌肉骨骼系统的淋球菌感染
63aa8b413c6f497a3aa0a898,A54.401+M01.3*,淋球菌性关节炎
63aa8b413c6f497a3aa0a899,A54.402+M73.0*,淋球菌性滑囊炎
63aa8b413c6f497a3aa0a89a,A54.403+M90.2*,淋球菌性骨髓炎
63aa8b413c6f497a3aa0a89b,A54.404+M68.0*,淋球菌性滑膜炎
63aa8b413c6f497a3aa0a89c,A54.405+M68.0*,淋球菌性腱鞘炎
63aa8b413c6f497a3aa0a89d,A54.500,淋球菌性咽炎
63aa8b413c6f497a3aa0a89e,A54.600,肛门和直肠的淋球菌感染
63aa8b413c6f497a3aa0a89f,A54.600x001,淋球菌性直肠炎
63aa8b413c6f497a3aa0a8a0,A54.601,直肠淋球菌感染
63aa8b413c6f497a3aa0a8a1,A54.602,肛门淋球菌感染
63aa8b413c6f497a3aa0a8a2,A54.800,淋球菌感染，其他的
63aa8b413c6f497a3aa0a8a3,A54.800x001,淋球菌性败血症
63aa8b413c6f497a3aa0a8a4,A54.800x002,淋球菌性皮肤病
63aa8b413c6f497a3aa0a8a5,A54.801+G07*,淋球菌性脑脓肿
63aa8b413c6f497a3aa0a8a6,A54.802+I39.8*,淋球菌性心内膜炎
63aa8b413c6f497a3aa0a8a7,A54.803+G01*,淋球菌性脑膜炎
63aa8b413c6f497a3aa0a8a8,A54.804+I41.0*,淋球菌性心肌炎
63aa8b413c6f497a3aa0a8a9,A54.805+I32.0*,淋球菌性心包炎
63aa8b413c6f497a3aa0a8aa,A54.806+J17.0*,淋球菌性肺炎
63aa8b413c6f497a3aa0a8ab,A54.807+K67.1*,淋球菌性腹膜炎
63aa8b413c6f497a3aa0a8ac,A54.900,淋球菌感染
63aa8b413c6f497a3aa0a8ad,A54.900x001,淋病
63aa8b423c6f497a3aa0ab3f,B35.500,叠瓦癣
63aa8b423c6f497a3aa0ab40,B35.600,股癣
63aa8b423c6f497a3aa0ab41,B35.600x002,腹股沟癣
63aa8b423c6f497a3aa0ab42,B35.800,皮肤癣菌病，其他的
63aa8b423c6f497a3aa0ab43,B35.800x002,肉芽肿性皮肤癣菌病
63aa8b423c6f497a3aa0ab44,B35.800x003,面癣
63aa8b423c6f497a3aa0ab45,B35.800x004,腋毛癣
63aa8b423c6f497a3aa0ab46,B35.801,播散性皮真菌病
63aa8b423c6f497a3aa0ab47,B35.900,皮肤癣菌病
63aa8b423c6f497a3aa0ab48,B35.900x002,皮真菌病
63aa8b423c6f497a3aa0ab49,B35.901,黄癣
63aa8b423c6f497a3aa0ab4a,B36.000,花斑癣
63aa8b423c6f497a3aa0ab4b,B36.000x003,马拉色菌毛囊炎
63aa8b423c6f497a3aa0ab4c,B36.001,糠秕孢子性毛囊炎
63aa8b423c6f497a3aa0ab4d,B36.100,黑癣
63aa8b423c6f497a3aa0ab4e,B36.100x001,掌肌微黑角膜霉菌病
63aa8b423c6f497a3aa0ab4f,B36.100x002,黑色小孢子菌病
63aa8b423c6f497a3aa0ab50,B36.100x003,黑糠疹
63aa8b423c6f497a3aa0ab51,B36.100x004,掌黑癣
63aa8b3e3c6f497a3aa0a596,A16.500x009,结核性胸膜炎(复治)
63aa8b3e3c6f497a3aa0a597,A16.500x010,结核性包裹性脓胸
63aa8b3e3c6f497a3aa0a598,A16.501,结核性脓胸
63aa8b3e3c6f497a3aa0a599,A16.502,结核性胸腔积液
63aa8b3e3c6f497a3aa0a59a,A16.503,结核性渗出性胸膜炎
63aa8b3e3c6f497a3aa0a59b,A16.504,胸膜结核瘤
63aa8b3e3c6f497a3aa0a59c,A16.505,结核性脓气胸
63aa8b3e3c6f497a3aa0a59d,A16.700,原发性呼吸道结核，未提及细菌学或组织学的证实
63aa8b3e3c6f497a3aa0a59e,A16.700x001,肺结核原发综合征
63aa8b3e3c6f497a3aa0a59f,A16.700x002,原发性肺结核
63aa8b3e3c6f497a3aa0a5a0,A16.701,肺原发性结核性复征
63aa8b3e3c6f497a3aa0a5a1,A16.800,呼吸道结核，未提及细菌学或组织学的证实，其他的
63aa8b3e3c6f497a3aa0a5a2,A16.800x002,干酪性鼻窦炎
63aa8b3e3c6f497a3aa0a5a3,A16.800x003,干酪性鼻炎[结核性鼻炎]
63aa8b3e3c6f497a3aa0a5a4,A16.800x024,结核性毁损肺
63aa8b3e3c6f497a3aa0a5a5,A16.801,结核性鼻窦炎
63aa8b3e3c6f497a3aa0a5a6,A16.802,鼻中隔结核
63aa8b3e3c6f497a3aa0a5a7,A16.803,鼻咽结核
63aa8b3e3c6f497a3aa0a5a8,A16.804,鼻结核
63aa8b3e3c6f497a3aa0a5a9,A16.805,扁桃体结核
63aa8b3e3c6f497a3aa0a5aa,A16.806,咽部结核
63aa8b3e3c6f497a3aa0a5ab,A16.807,纵隔结核
63aa8b3e3c6f497a3aa0a5ac,A16.900,呼吸道结核
63aa8b3e3c6f497a3aa0a5ad,A16.900x001,结核病
63aa8b3e3c6f497a3aa0a5ae,A16.900x002,结核感染
63aa8b3e3c6f497a3aa0a5af,A16.900x023,结核性胸壁窦
63aa8b3e3c6f497a3aa0a5b0,A17.000+G01*,结核性脑膜炎
63aa8b3e3c6f497a3aa0a5b1,A17.000x001+G05.0*,结核性脊膜炎
63aa8b3e3c6f497a3aa0a5b2,A17.000x002,结核性脊髓膜炎
