id,code,name
114540,D17.700x004,脊髓圆锥脂肪瘤
114541,D17.700x005,结膜脂肪瘤
114542,D17.700x006,梨状窝脂肪瘤
114543,D17.700x007,颅骨脂肪瘤
114544,D17.700x008,神经系统脂肪瘤
114545,D17.700x009,颅内脂肪瘤
114546,D17.700x010,硬膜内脂肪瘤
114547,D17.700x011,硬膜外脂肪瘤
114548,D17.700x012,脑桥脂肪瘤
114549,D17.700x013,小脑角脂肪瘤
114550,D17.700x015,肝脂肪瘤
114551,D17.700x016,肾脂肪瘤
114552,D17.700x017,贲门脂肪瘤
114553,D17.700x019,气管脂肪瘤
114554,D17.700x020,腮腺脂肪瘤
114555,D17.700x021,舌脂肪瘤
114556,D17.700x022,食管脂肪瘤
114557,D17.700x023,支气管脂肪瘤
114558,D17.700x024,子宫体脂肪瘤
114559,D17.700x025,脊髓脂肪瘤
114560,D17.700x026,椎管内脂肪瘤
114561,D17.700x027,肛旁脂肪瘤
114562,D17.700x028,骨脂肪瘤
114563,D17.700x029,肾上腺脂肪瘤
114564,D17.700x030,蛛网膜下腔脂肪瘤
114565,D17.700x031,骨髓脂肪瘤
114566,D17.700x032,下颌下腺脂肪瘤
114567,D17.700x033,阴茎脂肪瘤
114568,D17.700x034,阴囊脂肪瘤
114570,D17.702,腹膜后脂肪瘤
114571,D17.900,良性脂肪瘤样肿瘤
114572,D17.900x001,多发性脂肪瘤
115321,D38.504,鼻旁窦肿瘤
115322,D38.505,鼻软骨动态未定肿瘤
115323,D38.506,鼻软骨肿瘤
115324,D38.507,中耳动态未定肿瘤
115325,D38.508,中耳肿瘤
115327,D38.600,呼吸器官的动态未定或动态未知的肿瘤
115328,D38.600x001,呼吸系统交界性肿瘤
115329,D38.601,呼吸器官肿瘤
115331,D39.000x001,子宫交界性肿瘤
115332,D39.000x002,子宫内膜交界性肿瘤
115333,D39.001,子宫肿瘤
115334,D39.002,子宫体动态未定肿瘤
115335,D39.003,子宫体肿瘤
115336,D39.004,子宫颈动态未定肿瘤
115338,D39.100,卵巢动态未定或动态未知的肿瘤
114816,D23.100x001,眼睑良性肿瘤
114817,D23.100x002,内眦良性肿瘤
114819,D23.101,眦皮肤良性肿瘤
116418,E03.100,先天性甲状腺功能减退症不伴有甲状腺肿
116419,E03.100x001,先天性甲状腺萎缩
116420,E03.100x002,甲状腺发育不全伴粘液性水肿
116421,E03.100x004,先天性甲状腺功能不全
116422,E03.101,甲状腺发育不良
125783,K66.900,腹膜的疾患
125784,K66.901,腹膜后肿物
125785,K70.000,酒精性脂肪肝
125786,K70.001,齐夫综合征
125787,K70.100,酒精性肝炎
125788,K70.200,酒精性肝纤维化和肝硬化
125789,K70.201,酒精性肝纤维化
125790,K70.300,酒精性肝硬化
125791,K70.301+I98.2*,酒精性肝硬化伴食管静脉曲张
125792,K70.302+I98.3*,酒精性肝硬化伴食管静脉曲张破裂出血
125793,K70.303+I98.2*,酒精性肝硬化伴胃底静脉曲张
125794,K70.304+I98.2*,酒精性肝硬化伴食管胃底静脉曲张
125795,K70.305+I98.3*,酒精性肝硬化伴胃底静脉曲张破裂出血
125796,K70.306+I98.3*,酒精性肝硬化伴食管胃底静脉曲张破裂出血
125797,K70.400,酒精性肝衰竭
125799,K70.401,急性酒精性肝衰竭
125800,K70.402,慢性酒精性肝衰竭
125801,K70.403,酒精性肝衰竭伴肝昏迷
125802,K70.900,酒精性肝病
125803,K70.901,酒精性肝损害
125804,K71.000,中毒性肝病伴有胆汁淤积
125805,K71.000x002,中毒性肝病伴胆汁淤积
125806,K71.001,药物性肝炎伴胆汁淤积
125808,K71.100,中毒性肝病伴有肝坏死
125809,K71.100x003,药物性慢性肝衰竭
125810,K71.100x005,中毒性肝病伴肝衰竭（慢性轻度）
125812,K71.100x007,中毒性肝病伴肝衰竭（慢性重度）
125813,K71.100x008,中毒性肝病伴肝衰竭（慢性重型）
125814,K71.101,药物性肝炎伴肝衰竭
125815,K71.102,急性药物性肝衰竭
125816,K71.103,中毒性肝衰竭
125817,K71.104,亚急性药物性肝衰竭
125819,K71.200x001,中毒性肝病伴急性肝炎
125820,K71.300,中毒性肝病伴有慢性迁延性肝炎
125821,K71.300x001,中毒性肝病伴慢性迁延性肝炎
125823,K71.400x001,中毒性肝病伴慢性小叶性肝炎
125824,K71.500,中毒性肝病伴有慢性活动性肝炎
125825,K71.500x001,中毒性肝病伴慢性活动性肝炎
125827,K71.600,中毒性肝病伴有肝炎
125828,K71.600x002,中毒性肝炎
125829,K71.601,药物性肝炎
125830,K71.700,中毒性肝病伴有肝纤维化和肝硬化
114820,D23.200,耳和外耳道皮肤良性肿瘤
114821,D23.200x002,耳廓良性肿瘤
114822,D23.200x003,耳皮肤良性肿瘤
114823,D23.200x008,耳后皮肤良性肿瘤
114824,D23.201,外耳道良性肿瘤
114825,D23.300,面部其他和未特指部位皮肤的良性肿瘤
114826,D23.300x003,鼻唇沟良性肿瘤
114827,D23.300x004,颊部皮肤良性肿瘤
114828,D23.301,面部皮肤良性肿瘤
114829,D23.302,眉部良性肿瘤
114830,D23.303,鼻部皮肤良性肿瘤
114831,D23.400,头皮和颈部皮肤良性肿瘤
114832,D23.400x003,头皮良性肿瘤
114833,D23.401,颈部皮肤良性肿瘤
114834,D23.500,躯干皮肤良性肿瘤
114835,D23.500x003,肛门皮肤良性肿瘤
114836,D23.500x006,胸部皮肤良性肿瘤
114837,D23.500x010,会阴皮肤良性肿瘤
114838,D23.501,背部皮肤良性肿瘤
115572,D47.403,（巨核细胞性）骨髓硬化伴有髓样化生的
115573,D47.404,继发性骨髓纤维化骨髓增殖性疾病
115574,D47.500,慢性嗜酸性粒细胞白血病
115575,D47.700,淋巴、造血和有关组织其他特指的动态未定或动态未知的肿瘤
115576,D47.700x005,B淋巴细胞克隆性疾病
115577,D47.700x006,原发性系统性淀粉样变性
115578,D47.700x007,Castleman病
115579,D47.700x008,儿童Castleman病
115580,D47.700x009,局限性Castleman病
115582,D47.700x011,血管滤泡性淋巴细胞增生病
115583,D47.701,血管中心性免疫增生性损害
115584,D47.702,血管免疫母细胞淋巴结病
115585,D47.703,T-γ淋巴组织增生性疾病
115587,D47.900x001,淋巴细胞增殖性疾病
115588,D47.900x002,移植后淋巴增殖性疾病
115589,D48.000,骨和关节软骨动态未定或动态未知的肿瘤
115590,D48.000x001,骨交界性肿瘤
115591,D48.000x004,上颌骨交界性肿瘤
115593,D48.001,骨肿瘤
115594,D48.002,颅骨动态未定肿瘤
115595,D48.003,颅骨肿瘤
115596,D48.004,面骨动态未定肿瘤
115597,D48.005,面骨肿瘤
115598,D48.006,锁骨动态未定肿瘤
115600,D48.008,胸骨动态未定肿瘤
115601,D48.009,胸骨肿瘤
115602,D48.010,肋骨动态未定肿瘤
115603,D48.011,肋骨肿瘤
115605,D48.013,脊柱肿瘤
115606,D48.014,盆骨动态未定肿瘤
115607,D48.015,盆骨肿瘤
116775,E11.400x021+G63.2*,2型糖尿病性多发性神经病
116776,E11.400x022+G63.2*,2型糖尿病性胰岛素相关性神经炎
116777,E11.400x024+G63.2*,2型糖尿病性远端对称性周围神经病
116778,E11.400x025+G63.2*,2型糖尿病性小神经纤维周围神经病
116779,E11.400x026+G63.2*,2型糖尿病性感觉运动性周围神经病
116780,E11.400x110+G59.0*,2型糖尿病性单神经病
116781,E11.400x111+G59.0*,2型糖尿病性胸神经根病
125831,K71.701,药物性肝硬化
125832,K71.702,中毒性肝硬化
125833,K71.800,中毒性肝病伴有肝的其他疾患
125834,K71.900,中毒性肝病
125835,K71.900x003,化学毒物肝损害
125836,K71.901,药物性肝损害
125837,K71.902+I98.2*,中毒性肝病伴食管静脉曲张
125838,K71.903+I98.3*,中毒性肝病伴食管静脉曲张破裂出血
125839,K72.000,急性和亚急性肝衰竭
125840,K72.000x004,慢加急性肝衰竭
125841,K72.000x005,慢加亚急性肝衰竭
116185,D71.x00,多形核中性粒细胞的功能紊乱
116186,D71.x00x002,细胞膜受体复合体缺陷
116187,D71.x00x003,儿童期慢性肉芽肿病
116188,D71.x00x004,先天性吞噬细胞功能不良
116189,D71.x00x005,进行性脓毒性肉芽肿病
116190,D71.x01,慢性肉芽肿病
116191,D72.000,白细胞遗传性异常
116192,D72.001,佩尔格-许特综合征
116193,D72.100,嗜酸性粒细胞增多
116195,D72.102,特发性嗜酸性粒细胞增多症
116196,D72.104,遗传性嗜酸性粒细胞增多症
116197,D72.105,继发性嗜酸性粒细胞增多
116198,D72.800,白细胞的其他特指疾患
116199,D72.800x003,症状性单核细胞增多
116200,D72.801,浆细胞增多症
116202,D72.803,淋巴细胞减少症
116203,D72.804,淋巴细胞增多症
116204,D72.805,淋巴细胞性白血病样反应
116205,D72.806,类白血病反应
116206,D72.807,单核细胞增多症
116207,D72.808,症状性淋巴细胞增多
116209,D72.900,白细胞疾患
116210,D73.000,脾功能减退症
116211,D73.001,脾萎缩
116212,D73.002,后天性脾缺失
116213,D73.100,脾功能亢进
116214,D73.200,慢性充血性脾大
116216,D73.400,脾囊肿
116217,D73.500,脾梗死
116218,D73.501,非创伤性脾破裂
116219,D73.502,脾出血
116220,D73.503,脾坏死
116222,D73.505,脾扭转
116223,D73.800,脾的其他疾病
116224,D73.800x002,脾血肿机化
116225,D73.800x007,脾感染
116226,D73.800x010,脾钙化
116228,D73.801,脾浆细胞性肉芽肿
116229,D73.802,脾假性囊肿
116230,D73.803,脾周围炎
116231,D73.804,游走脾
116232,D73.805,脾炎性假瘤
116234,D73.808,脾疝
116235,D73.900,脾疾病
115608,D48.016,骶骨动态未定肿瘤
125480,K57.001,小肠憩室伴脓肿
125481,K57.002,小肠憩室病伴腹膜炎
125482,K57.003,十二指肠憩室伴穿孔
125483,K57.100,小肠憩室病不伴有穿孔或脓肿
125484,K57.100x005,小肠憩室
125485,K57.101,十二指肠憩室梗阻性黄疸综合征
125486,K57.102,回盲部憩室
125487,K57.103,空肠憩室
125488,K57.104,十二指肠憩室
125489,K57.105,回肠憩室
125490,K57.106,小肠憩室炎
125491,K57.107,空肠憩室炎
125492,K57.108,十二指肠憩室炎
125493,K57.200,大肠憩室病伴有穿孔和脓肿
125494,K57.200x001,大肠憩室伴穿孔
125496,K57.202,结肠憩室伴腹膜炎
125497,K57.300,大肠憩室病不伴有穿孔或脓肿
125498,K57.300x006,大肠憩室
125499,K57.301,盲肠憩室
125500,K57.302,直肠憩室
125501,K57.303,结肠憩室
125502,K57.304,结肠憩室炎
125503,K57.305,盲肠憩室炎
125504,K57.400,小肠和大肠憩室病伴有穿孔和脓肿
125505,K57.401,小肠和大肠憩室病伴腹膜炎
125506,K57.500,小肠和大肠憩室病不伴有穿孔或脓肿
125507,K57.800,肠憩室病，伴有穿孔和脓肿
125508,K57.800x001,肠憩室病伴有穿孔和脓肿
125509,K57.801,肠憩室病伴腹膜炎
125510,K57.900,肠憩室病，不伴有穿孔或脓肿
125512,K58.100,腹泻型肠易激综合征(IBS-D)
125513,K58.200,便秘型肠易激综合征(IBS-C)
125514,K58.300,混合型肠易激综合征(IBS-M)
125516,K58.801,肠易激综合征
125517,K59.000,便秘
125518,K59.002,粪便潴留
125519,K59.003,慢传输型便秘
125520,K59.100,功能性腹泻
125521,K59.101,肠道菌群失调
125522,K59.200,神经源性肠
125523,K59.200x002,神经源性直肠
125525,K59.300,巨结肠
125526,K59.301,结肠扩张
125527,K59.302,后天性巨结肠
125528,K59.303,中毒性巨结肠
125529,K59.400,肛门痉挛
125530,K59.400x002,痉挛性肛部痛
125532,K59.800,功能性肠疾患，其他特指的
125533,K59.800x002,肠扩张
125534,K59.800x005,结肠松弛
125535,K59.801,脾曲综合征
125536,K59.900,功能性肠疾患
125538,K59.900x002,结肠功能紊乱
125539,K60.000,急性肛裂
125540,K60.100,慢性肛裂
125541,K60.200,肛裂
116782,E11.400x112+G59.0*,2型糖尿病性躯干神经根病
116783,E11.400x121+G73.0*,2型糖尿病性肌无力综合征
116784,E11.400x130+G59.0*,2型糖尿病性脑神经麻痹
116785,E11.400x140+G59.0*,2型糖尿病性动眼神经麻痹
116786,E11.400x150+G59.0*,2型糖尿病性外展神经麻痹
116787,E11.400x160+G59.0*,2型糖尿病性股神经病
116788,E11.400x170+G59.0*,2型糖尿病性多发性单神经病
116789,E11.400x180+G59.0*,2型糖尿病性眼肌麻痹
116790,E11.400x190+G59.0*,2型糖尿病性神经根病
116791,E11.400x191+G59.0*,2型糖尿病腰骶神经根神经丛病
116792,E11.400x310+G99.0*,2型糖尿病性出汗异常
116793,E11.400x311+G99.0*,2型糖尿病性体位性低血压
116794,E11.400x330+G99.0*,2型糖尿病性腹泻
116795,E11.400x340+G99.0*,2型糖尿病性肛门直肠功能障碍
116796,E11.400x350+G99.0*,2型糖尿病性食管功能障碍
116797,E11.400x360+G99.0*,2型糖尿病性性无能
116798,E11.400x380+G99.0*,2型糖尿病性膀胱张力减弱
116799,E11.400x381+N33.8*,2型糖尿病神经源性膀胱炎
114463,D16.402,蝶骨良性肿瘤
114464,D16.403,筛骨良性肿瘤
114465,D16.404,颞骨良性肿瘤
114467,D16.406,额骨良性肿瘤
114468,D16.407,枕骨良性肿瘤
114469,D16.408,眶骨良性肿瘤
114470,D16.409,鼻骨良性肿瘤
114471,D16.410,颧骨良性肿瘤
114473,D16.500,下颌骨良性肿瘤
114474,D16.500x002,髁突良性肿瘤
114475,D16.600,脊柱良性肿瘤
114476,D16.600x002,颈椎良性肿瘤
114478,D16.600x004,腰椎良性肿瘤
114479,D16.600x005,椎骨良性肿瘤
114480,D16.700,肋骨、胸骨和锁骨良性肿瘤
114481,D16.700x003,锁骨良性肿瘤
114483,D16.702,肋骨良性肿瘤
114484,D16.800,骨盆骨、骶骨和尾骨良性肿瘤
114485,D16.800x001,耻骨良性肿瘤
114486,D16.800x002,髂骨良性肿瘤
114488,D16.801,盆骨良性肿瘤
114489,D16.802,骶骨良性肿瘤
114490,D16.803,坐骨良性肿瘤
114491,D16.804,尾骨良性肿瘤
114492,D16.900,骨和关节软骨良性肿瘤
115495,D44.200x001,甲状旁腺交界性肿瘤
115496,D44.201,甲状旁腺肿瘤
116883,E13.400x223+G63.2*,继发性糖尿病性周围神经病变
116884,E13.500,糖尿病伴有周围循环并发症，其他特指的
116885,E13.500x241+I79.2*,继发性糖尿病大血管病变
116886,E13.500x541+I79.2*,青少年发病的成人型糖尿病大血管病变
116887,E13.600,糖尿病伴有其他特指的并发症，其他特指的
116888,E13.700,"糖尿病伴有多个并发症,其他特指的"
116889,E13.800,糖尿病伴并发症，其他特指的
116890,E13.900,糖尿病不伴有并发症，其他特指的
116891,E13.900x003,正确用药所致类固醇性糖尿病
116893,E13.901,肝性糖尿病
116894,E13.902,线粒体糖尿病
116895,E13.903,类固醇性糖尿病
116896,E13.904,脂肪萎缩性糖尿病
126073,K82.900,胆囊的疾病
126074,K82.900x001,胆囊病变
126075,K82.900x002,胆囊肿物
126076,K83.000,胆管炎
126077,K83.000x007,急性化脓性胆管炎
126078,K83.000x012,IgG4相关性胆管炎
126079,K83.001,急性胆管炎
126080,K83.004,胆总管炎
126081,K83.005,急性梗阻性胆管炎
126082,K83.006,慢性胆管炎
126083,K83.007,复发性胆管炎
126084,K83.008,梗阻性胆管炎
126085,K83.009,淤积性胆管炎
126086,K83.010,反流性胆管炎
126088,K83.012,硬化性胆管炎
126089,K83.013,原发性胆管炎
126090,K83.014,胆管周围炎
126091,K83.015,继发性胆管炎
126093,K83.017,狭窄性胆管炎
126094,K83.018,缺血性胆管炎
126095,K83.019,胆道感染
126096,K83.100,胆管梗阻
126097,K83.100x001,肝管狭窄
126098,K83.100x008,肝内胆管狭窄
126100,K83.102,胆汁淤积症
126101,K83.103,肝管梗阻
126102,K83.104,肝胆管狭窄
126103,K83.105,胆管狭窄
126104,K83.106,胆管闭塞
126105,K83.107,胆总管狭窄
126107,K83.109,梗阻性黄疸
126108,K83.200,胆管穿孔
126109,K83.200x001,胆管破裂
126110,K83.300,胆管瘘
126112,K83.302,胆管十二指肠瘘
126113,K83.303,胆总管胃瘘
126114,K83.304,手术后胆总管肠瘘
126115,K83.305,手术后胆总管小肠瘘
126116,K83.306,手术后肝总管肠瘘
126118,K83.400,奥迪括约肌痉挛
126119,K83.400x001,奥狄括约肌痉挛
126121,K83.500,胆囊肿
125542,K60.300,肛瘘
125543,K60.301,高位肛瘘
125544,K60.302,低位肛瘘
